similem si negas tibi me esse , certe simile est hoc rostro tuo .	similis si nego tu ego sum , certus similis sum hic rostrum tuus .	ACC;ADJ;MASC;SG CONJ 2;ACT;FIN;IND;PRS;SG;V DAT;MASC;PRO;SG ACC;MASC;PRO;SG ACT;NFIN;PRS;V _ ADV ADJ;NEUT;NOM;SG 3;ACT;FIN;IND;PRS;SG;V NEUT;NOM;PRO;SG DAT;N;NEUT;SG DAT;NEUT;PRO;SG _
supprimit extemplo vocem que firmat soporem languida permulcens medicata lumina virga .	supprimo extemplo vox que firmo sopor languidus permulceo medicor lumen virga .	3;ACT;FIN;IND;PRS;SG;V ADV ACC;FEM;N;SG CONJ 3;ACT;FIN;IND;PRS;SG;V ACC;MASC;N;SG ACC;ADJ;NEUT;PL ACT;MASC;NOM;PRS;SG;V;V.PTCP AT+ABL;FEM;PASS;PFV;PST;SG;V;V.PTCP ACC;N;NEUT;PL AT+ABL;FEM;N;SG _
iamque mare et tellus nullum discrimen habebant :	jam mare et tellus nullus discrimen habeo :	ADV N;NEUT;NOM;SG CONJ FEM;N;NOM;SG ACC;ADJ;NEUT;SG ACC;N;NEUT;SG 3;ACT;FIN;IND;IPFV;PL;PST;V _
pernicies ait tibi paratur , forsan et miserae mihi ;	pernicies aio tu paro , forsan etiam miser ego ;	FEM;N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V DAT;FEM;PRO;SG 3;FIN;IND;PASS;PRS;SG;V _ ADV CONJ ADJ;DAT;FEM;SG DAT;FEM;PRO;SG _
viderint alii quid de hoc exopinissent ;	video alii quis de hic exopinisso ;	3;ACT;FIN;PFV;PL;PST;SBJV;V MASC;N;NOM;PL ACC;NEUT;PRO;SG ADP AT+ABL;MASC;PRO;SG 3;ACT;FIN;FUT;IND;PL;V _
et audivi vocem magnam de throno dicentem :	et audio vox magnus de thronus dico :	CONJ 1;ACT;FIN;IND;PFV;PST;SG;V ACC;FEM;N;SG ACC;ADJ;FEM;SG ADP AT+ABL;MASC;N;SG ACC;ACT;FEM;PRS;SG;V;V.PTCP _
magis quid se dignum foret , quam quid in illos iure fieri posset , quaerebant .	magis quis sui dignus sum , quam quis in ille jus fio possum , quaero .	ADV NEUT;NOM;PRO;SG AT+ABL;MASC;PL;PRO ADJ;NEUT;NOM;SG 3;ACT;FIN;IPFV;PST;SBJV;SG;V _ ADV NEUT;NOM;PRO;SG ADP ACC;MASC;PL;PRO AT+ABL;N;NEUT;SG NFIN;PASS;PRS;V 3;ACT;FIN;IPFV;PST;SBJV;SG;V _ 3;ACT;FIN;IND;IPFV;PL;PST;V _
invenit tamen alias nenias , et libentissime pingit .	invenio tamen alius nenia , et libet pingo .	3;ACT;FIN;IND;PRS;SG;V ADV ACC;ADJ;FEM;PL ACC;FEM;N;PL _ CONJ ADV 3;ACT;FIN;IND;PRS;SG;V _
et quaecumque super dispersa invenerit ossa montibus etruscis , haec sciat esse mea .	et quicumque super dispergo invenio os mons etruscus , hic scio sum meus .	CONJ ACC;NEUT;PL;PRO ADP ACC;NEUT;PASS;PFV;PL;PST;V;V.PTCP 3;ACT;FIN;PFV;PST;SBJV;SG;V ACC;N;NEUT;PL AT+ABL;MASC;N;PL ADJ;AT+ABL;MASC;PL _ ACC;NEUT;PL;PRO 3;ACT;FIN;PRS;SBJV;SG;V ACT;NFIN;PRS;V ACC;NEUT;PL;PRO _
atrocius in urbe saevitum :	atrox in urbs saevio :	ADV;CMPR ADP AT+ABL;FEM;N;SG NEUT;NOM;PASS;PFV;PST;SG;V;V.PTCP _
ille meos numquam patitur requiescere postis , arguta referens carmina blanditia :	ille meus numquam patior requiesco postis , arguo refero carmen blanditia :	MASC;NOM;PRO;SG ACC;MASC;PL;PRO ADV 3;FIN;IND;PASS;PRS;SG;V ACT;NFIN;PRS;V ACC;MASC;N;PL _ AT+ABL;FEM;PASS;PFV;PST;SG;V;V.PTCP ACT;MASC;NOM;PRS;SG;V;V.PTCP ACC;N;NEUT;PL AT+ABL;FEM;N;SG _
de mensa sua dat ossa dominus ;	de mensa suus do os dominus ;	ADP AT+ABL;FEM;N;SG AT+ABL;FEM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V ACC;N;NEUT;PL MASC;N;NOM;SG _
exercitus hostium duo , unus ab urbe , alter a gallia obstant ;	exercitus hostis duo , unus ab urbs , alter ab gallia obsto ;	MASC;N;NOM;PL GEN;MASC;N;PL ADJ;MASC;NOM;PL _ ADJ;MASC;NOM;SG ADP AT+ABL;FEM;N;SG _ ADJ;MASC;NOM;SG ADP AT+ABL;FEM;N;SG 3;ACT;FIN;IND;PL;PRS;V _
placebat et laconem praetorii praefectum simul mitti :	placeo et laco praetorius praeficio simul mitto :	3;ACT;FIN;IND;IPFV;PST;SG;V CONJ ACC;MASC;N;SG ADJ;GEN;NEUT;SG ACC;MASC;PASS;PFV;PST;SG;V;V.PTCP ADV NFIN;PASS;PRS;V _
repraesentavit in se poenam facinoris et ferro incubuit , quod credulitas strinxerat .	repraesento in sui poena facinus et ferrum incumbo , qui credulitas stringo .	3;ACT;FIN;IND;PFV;PST;SG;V ADP ACC;MASC;PRO;SG ACC;FEM;N;SG GEN;N;NEUT;SG CONJ AT+ABL;N;NEUT;SG 3;ACT;FIN;IND;PFV;PST;SG;V _ ACC;NEUT;PRO;SG FEM;N;NOM;SG 3;ACT;FIN;IND;PST+PRF;SG;V _
i quaeso et tristis istos compone libellos , et cane quod quaevis nosse puella velit !	eo quaeso et tristis iste compono libellus , et cano qui quivis nosco puella volo !	2;ACT;FIN;IMP;PRS;SG;V 1;ACT;FIN;IND;PRS;SG;V CONJ ACC;ADJ;MASC;PL ACC;MASC;PL;PRO 2;ACT;FIN;IMP;PRS;SG;V ACC;MASC;N;PL _ CONJ 2;ACT;FIN;IMP;PRS;SG;V ACC;NEUT;PRO;SG FEM;NOM;PRO;SG ACT;NFIN;PFV;PST;V FEM;N;NOM;SG 3;ACT;FIN;PRS;SBJV;SG;V _
quamvis magna daret , quamvis maiora daturus , non tamen illa meos fugit avara sinus .	quamvis magnus do , quamvis magnus do , non tamen ille meus fugio avarus sinus .	ADV ACC;ADJ;NEUT;PL 3;ACT;FIN;IPFV;PST;SBJV;SG;V _ ADV ACC;ADJ;CMPR;NEUT;PL ACT;FUT;MASC;NOM;SG;V;V.PTCP _ ADV ADV FEM;NOM;PRO;SG ACC;MASC;PL;PRO 3;ACT;FIN;IND;PFV;PST;SG;V ADJ;FEM;NOM;SG ACC;MASC;N;PL _
atque ita locutus improbam leto dedit .	atque ita loquor improbus letum do .	CONJ ADV MASC;NOM;PASS;PFV;PST;SG;V;V.PTCP ACC;ADJ;FEM;SG DAT;N;NEUT;SG 3;ACT;FIN;IND;PFV;PST;SG;V _
haec ubi dixit , paululum conmoratus signa canere iubet atque instructos ordines in locum aequom deducit .	hic ubi dico , paululum conmoror signum cano jubeo atque instruo ordo in locus aequus deduco .	ACC;NEUT;PL;PRO CONJ 3;ACT;FIN;IND;PFV;PST;SG;V _ ADV MASC;NOM;PASS;PFV;PST;SG;V;V.PTCP ACC;N;NEUT;PL ACT;NFIN;PRS;V 3;ACT;FIN;IND;PRS;SG;V CONJ ACC;MASC;PASS;PFV;PL;PST;V;V.PTCP ACC;MASC;N;PL ADP ACC;MASC;N;SG ACC;ADJ;MASC;SG 3;ACT;FIN;IND;PRS;SG;V _
divelli liberos a parentum conplexu ;	divello liberi ab parens complexus ;	NFIN;PASS;PRS;V ACC;MASC;N;PL ADP GEN;MASC;N;PL AT+ABL;MASC;N;SG _
quare , dum licet , inter nos laetemur amantes :	quare , dum licet , inter nos laetor amo :	ADV _ CONJ 3;ACT;FIN;IND;PRS;SG;V _ ADP ACC;MASC;PL;PRO 1;ACT;FIN;PL;PRS;SBJV;V ACT;MASC;NOM;PL;PRS;V;V.PTCP _
deinde contemnens suos se inmiscuit pavonum formoso gregi .	deinde contemno suus sui immisceo pavo formosus grex .	ADV MASC;NOM;PRS;SG;V;V.PTCP ACC;MASC;PL;PRO ACC;MASC;PRO;SG 3;ACT;FIN;IND;PFV;PST;SG;V GEN;MASC;N;PL ADJ;DAT;MASC;SG DAT;MASC;N;SG _
et respondit unus de senioribus dicens mihi :	et respondeo unus de senex dico ego :	CONJ 3;ACT;FIN;IND;PFV;PST;SG;V ADJ;MASC;NOM;SG ADP AT+ABL;N;PL ACT;MASC;NOM;PRS;SG;V;V.PTCP DAT;MASC;PRO;SG _
eamus in forum et pecunias mutuemur :	eo in forum et pecunia mutuor :	1;ACT;FIN;PL;PRS;SBJV;V ADP ACC;N;NEUT;SG CONJ ACC;FEM;N;PL 1;FIN;PASS;PL;PRS;SBJV;V _
in facinus iurasse putes .	in facinus juro puto .	ADP ACC;N;NEUT;SG ACT;NFIN;PFV;PST;V 2;ACT;FIN;PRS;SBJV;SG;V _
praeterea gabinium arcessit , quo maior auctoritas sermoni inesset .	praeterea gabinius arcesso , quo magnus auctoritas sermo insum .	ADV ACC;MASC;N;SG 3;ACT;FIN;IND;PRS;SG;V _ CONJ ADJ;CMPR;FEM;NOM;SG FEM;N;NOM;SG DAT;MASC;N;SG 3;ACT;FIN;IPFV;PST;SBJV;SG;V _
tu licet abiectus tiberina molliter unda lesbia mentoreo vina bibas opere , et modo tam celeres mireris currere lintres et modo tam tardas funibus ire ratis ;	tu licet abicio tiberinus mollis unda lesbius mentoreus vinum bibo opus , et modo tam celer miror curro linter et modo tam tardus funis eo ratis ;	MASC;NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V MASC;NOM;PASS;PFV;PST;SG;V;V.PTCP ADJ;AT+ABL;FEM;SG ADV AT+ABL;FEM;N;SG ACC;ADJ;NEUT;PL ADJ;AT+ABL;NEUT;SG ACC;N;NEUT;PL 2;ACT;FIN;PRS;SBJV;SG;V AT+ABL;N;NEUT;SG _ CONJ ADV ADV ACC;ADJ;MASC;PL 2;ACT;FIN;PRS;SBJV;SG;V ACT;NFIN;PRS;V ACC;MASC;N;PL CONJ ADV ADV ACC;ADJ;FEM;PL AT+ABL;MASC;N;PL ACT;NFIN;PRS;V ACC;FEM;N;PL _
egredere ex urbe , catilina , libera rem publicam metu , in exsilium , si hanc vocem exspectas , proficiscere .	egredior ex urbs , catilina , libero res publicus metus , in exsilium , si hic vox exspecto , proficiscor .	2;ACT;FIN;IMP;PRS;SG;V ADP AT+ABL;FEM;N;SG _ MASC;N;SG;VOC _ 2;ACT;FIN;IMP;PRS;SG;V ACC;FEM;N;SG ACC;ADJ;FEM;SG AT+ABL;MASC;N;SG _ ADP ACC;N;NEUT;SG _ CONJ ACC;FEM;PRO;SG ACC;FEM;N;SG 2;ACT;FIN;IND;PRS;SG;V _ 2;ACT;FIN;IMP;PRS;SG;V _
apud frequentem militum contionem imperatoria brevitate adoptari a se pisonem exemplo divi augusti et more militari , quo vir virum legeret , pronuntiat .	apud frequens miles contio imperatorius brevitas adopto ab sui piso exemplum divus augustus et mos militaris , qui vir vir lego , pronuntio .	ADP ACC;ADJ;FEM;SG GEN;MASC;N;PL ACC;FEM;N;SG ADJ;AT+ABL;FEM;SG AT+ABL;FEM;N;SG NFIN;PASS;PRS;V ADP AT+ABL;MASC;PRO;SG ACC;MASC;N;SG AT+ABL;N;NEUT;SG ADJ;GEN;MASC;SG GEN;MASC;N;SG CONJ AT+ABL;MASC;N;SG ADJ;AT+ABL;MASC;SG _ AT+ABL;MASC;PRO;SG MASC;N;NOM;SG ACC;MASC;N;SG 3;ACT;FIN;IPFV;PST;SBJV;SG;V _ 3;ACT;FIN;IND;PRS;SG;V _
que dum ibi suspirat , motos in harundine ventos effecisse sonum tenuem que similem querenti .	que dum ibi suspiro , moveo in harundo ventus efficio sonus tenuis que similis queror .	CONJ CONJ ADV 3;ACT;FIN;IND;PRS;SG;V _ ACC;MASC;PASS;PFV;PL;PST;V;V.PTCP ADP AT+ABL;FEM;N;SG ACC;MASC;N;PL ACT;NFIN;PFV;PST;V ACC;MASC;N;SG ACC;ADJ;MASC;SG CONJ ACC;ADJ;MASC;SG ACT;DAT;MASC;PRS;SG;V;V.PTCP _
in aditu autem ipso stabat ostiarius prasinatus , cerasino succinctus cingulo , atque in lance argentea pisum purgabat .	in aditus autem ipse sto ostiarius prasinatus , cerasinus succingo cingulum , atque in lanx argenteus pisum purgo .	ADP AT+ABL;MASC;N;SG CONJ AT+ABL;MASC;PRO;SG 3;ACT;FIN;IND;IPFV;PST;SG;V MASC;N;NOM;SG ADJ;MASC;NOM;SG _ ADJ;AT+ABL;NEUT;SG MASC;NOM;PASS;PFV;PST;SG;V;V.PTCP AT+ABL;N;NEUT;SG _ CONJ ADP AT+ABL;FEM;N;SG ADJ;AT+ABL;FEM;SG ACC;N;NEUT;SG 3;ACT;FIN;IND;IPFV;PST;SG;V _
pontifex maximus ne fierem in vivi conlegae mei locum , populo id sacerdotium deferente mihi quod pater meus habuerat , recusavi .	pontifex magnus ne fio in vivus collega meus locus , populus is sacerdotium defero ego qui pater meus habeo , recuso .	MASC;N;NOM;SG ADJ;MASC;NOM;RL;SG ADV 1;ACT;FIN;IPFV;PST;SBJV;SG;V ADP ADJ;GEN;MASC;SG GEN;MASC;N;SG ADJ;GEN;MASC;SG ACC;MASC;N;SG _ AT+ABL;MASC;N;SG ACC;NEUT;PRO;SG ACC;N;NEUT;SG AT+ABL;MASC;PRS;SG;V;V.PTCP DAT;MASC;PRO;SG ACC;N;NEUT;SG MASC;N;NOM;SG ADJ;MASC;NOM;SG 3;ACT;FIN;IND;PST+PRF;SG;V _ 1;ACT;FIN;IND;PFV;PST;SG;V _
vos cunctamini etiam nunc et dubitatis , quid intra moenia deprensis hostibus faciatis ?	tu cunctor etiam nunc et dubito , quis intra moenia deprendo hostis facio ?	MASC;NOM;PL;PRO 2;FIN;IND;PASS;PL;PRS;V ADV ADV CONJ 2;ACT;FIN;IND;PL;PRS;V _ ACC;NEUT;PRO;SG ADP ACC;N;NEUT;PL AT+ABL;MASC;PASS;PFV;PL;PST;V;V.PTCP AT+ABL;MASC;N;PL 2;ACT;FIN;PL;PRS;SBJV;V _
sestertium suum vidit decies , sed male vacillavit .	sestertium suus video decies , sed malus vacillo .	ACC;N;NEUT;SG ACC;ADJ;NEUT;SG 3;ACT;FIN;IND;PFV;PST;SG;V ADV _ CONJ ADV 3;ACT;FIN;IND;PFV;PST;SG;V _
illa irascitur nec gloriantis sustinet fratris iocos , accipiens , quid enim ?	ille irascor neque glorior sustineo frater jocus , accipio , quis enim ?	FEM;NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V CONJ GEN;MASC;PRS;SG;V;V.PTCP 3;ACT;FIN;IND;PRS;SG;V GEN;MASC;N;SG ACC;MASC;N;PL _ FEM;NOM;PRS;SG;V;V.PTCP _ NEUT;NOM;PRO;SG CONJ _
cum per eorum fines triduum iter fecisset , inveniebat ex captivis sabim flumen a castris suis non amplius milibus passuum x abesse ;	cum per is finis triduum iter facio , invenio ex captivus sabis flumen ab castrum suus non amplus mille passus decem absum ;	CONJ ADP GEN;MASC;PL;PRO ACC;MASC;N;PL ACC;N;NEUT;SG ACC;N;NEUT;SG 3;ACT;FIN;PST+PRF;SBJV;SG;V _ 3;ACT;FIN;IND;IPFV;PST;SG;V ADP AT+ABL;MASC;N;PL ACC;MASC;N;SG ACC;N;NEUT;SG ADP AT+ABL;N;NEUT;PL AT+ABL;NEUT;PL;PRO ADV ADV;CMPR AT+ABL;NEUT;NUM;PL GEN;MASC;N;PL NUM ACT;NFIN;PRS;V _
hoc quoque consumpto flagitari validius cubile coepit .	hic quoque consumo flagito validus cubile coepio .	AT+ABL;NEUT;PRO;SG ADV AT+ABL;NEUT;PASS;PFV;PST;SG;V;V.PTCP NFIN;PASS;PRS;V ADV;CMPR N;NEUT;NOM;SG 3;ACT;FIN;IND;PFV;PST;SG;V _
quarum nulla tuos potuit convertere mores , tu quoque uti fieres nobilis historia .	qui nullus tuus possum converto mos , tu quoque ut fio nobilis historia .	FEM;GEN;PL;PRO ADJ;FEM;NOM;SG ACC;MASC;PL;PRO 3;ACT;FIN;IND;PFV;PST;SG;V ACT;NFIN;PRS;V ACC;MASC;N;PL _ FEM;NOM;PRO;SG ADV ADV 2;FIN;IPFV;PASS;PST;SBJV;SG;V ADJ;FEM;NOM;SG FEM;N;NOM;SG _
talia maerentem stellatus submovet argus que ereptam patri diversa in pascua natam abstrahit .	talis maereo stellatus submoveo argus que eripio pater diverto in pascua nata abstraho .	ACC;ADJ;NEUT;PL ACC;ACT;MASC;PRS;SG;V;V.PTCP ADJ;MASC;NOM;SG 3;ACT;FIN;IND;PRS;SG;V MASC;N;NOM;SG CONJ ACC;FEM;PASS;PFV;PST;SG;V;V.PTCP DAT;MASC;N;SG AT+ABL;FEM;PASS;PFV;PST;SG;V;V.PTCP ADP AT+ABL;FEM;N;SG ACC;FEM;N;SG 3;ACT;FIN;IND;PRS;SG;V _
senatum ter legi , et in consulatu sexto censum populi conlega m. agrippa egi .	senatus ter lego , et in consulatus sextus census populus collega marcus agrippa ago .	ACC;MASC;N;SG ADV 1;ACT;FIN;IND;PFV;PST;SG;V _ CONJ ADP AT+ABL;MASC;N;SG ADJ;AT+ABL;MASC;SG ACC;MASC;N;SG GEN;MASC;N;SG AT+ABL;MASC;N;SG AT+ABL;MASC;N;SG AT+ABL;MASC;N;SG 1;ACT;FIN;IND;PFV;PST;SG;V _
itaque fortunata , ut ex aequo ius firmum approbaret , male dicere trimalchioni coepit et purgamentum que dedecus praedicare , qui non contineret libidinem suam .	ita fortunata , ut ex aequum jus firmum approbo , malus dico trimalchio coepio et purgamentum que dedecus praedico , qui non contineo libido suus .	ADV FEM;N;NOM;SG _ CONJ ADP AT+ABL;N;NEUT;SG ACC;N;NEUT;SG ACC;N;NEUT;SG 3;ACT;FIN;IPFV;PST;SBJV;SG;V _ ADV ACT;NFIN;PRS;V DAT;MASC;N;SG 3;ACT;FIN;IND;PRS;SG;V CONJ ACC;N;NEUT;SG CONJ ACC;N;NEUT;SG ACT;NFIN;PRS;V _ MASC;NOM;PRO;SG ADV 3;ACT;FIN;IPFV;PST;SBJV;SG;V ACC;FEM;N;SG ACC;ADJ;FEM;SG _
et in utero habens et clamat parturiens et cruciatur ut pariat .	et in uterus habeo et clamo parturio et crucio ut pario .	CONJ ADP AT+ABL;MASC;N;SG ACT;FEM;NOM;PRS;SG;V;V.PTCP CONJ 3;ACT;FIN;IND;PRS;SG;V ACT;FEM;NOM;PRS;SG;V;V.PTCP CONJ 3;FIN;IND;PASS;PRS;SG;V CONJ 3;ACT;FIN;IND;PRS;SG;V _
ignoscetis mihi , quod dixero :	ignosco ego , qui dico :	2;ACT;FIN;FUT;IND;PL;V DAT;MASC;PRO;SG _ ACC;NEUT;PRO;SG 1;ACT;FIN;FUT;IND;PFV;SG;V _
ipsum crassum ego postea praedicantem audivi tantam illam contumeliam sibi ab cicerone inpositam .	ipse crassus ego postea praedico audio tantus ille contumelia sui ab cicero inpono .	ACC;MASC;PRO;SG ACC;MASC;N;SG MASC;NOM;PRO;SG ADV ACC;ACT;MASC;PRS;SG;V;V.PTCP 1;ACT;FIN;IND;PFV;PST;SG;V ACC;ADJ;FEM;SG ACC;FEM;PRO;SG ACC;FEM;N;SG DAT;MASC;PRO;SG ADP AT+ABL;MASC;N;SG ACC;FEM;PASS;PFV;PST;SG;V;V.PTCP _
nunc autem vilia sunt .	nunc autem vilis sum .	ADV CONJ ADJ;NEUT;NOM;PL 3;ACT;FIN;IND;PL;PRS;V _
vicimus :	vinco :	1;ACT;FIN;IND;PFV;PL;PST;V _
ea potestas per senatum more romano magistratui maxuma permittitur :	is potestas per senatus mos romanus magistratus magnus permitto :	FEM;NOM;PRO;SG FEM;N;NOM;SG ADP ACC;MASC;N;SG AT+ABL;MASC;N;SG ADJ;AT+ABL;MASC;SG DAT;MASC;N;SG ADJ;FEM;NOM;SG 3;FIN;IND;PASS;PRS;SG;V _
sed tu ut vitiis tuis commoveare , ut legum poenas pertimescas , ut temporibus rei publicae cedas non est postulandum .	sed tu ut vitium tuus commoveo , ut lex poena pertimesco , ut tempus res publicus cedo non sum postulo .	CONJ MASC;NOM;PRO;SG CONJ AT+ABL;N;NEUT;PL AT+ABL;NEUT;PL;PRO 2;FIN;PASS;PRS;SBJV;SG;V _ CONJ FEM;GEN;N;PL ACC;FEM;N;PL 2;ACT;FIN;PRS;SBJV;SG;V _ CONJ DAT;N;NEUT;PL FEM;GEN;N;SG ADJ;FEM;GEN;SG 2;ACT;FIN;PRS;SBJV;SG;V ADV 3;ACT;FIN;IND;PRS;SG;V NEUT;NOM;SG;V;V.CVB _
et vidi et audivi vocem unius aquilae volantis per medium caelum dicentis voce magna :	et video et audio vox unus aquila volo per medius caelum dico vox magnus :	CONJ 1;ACT;FIN;IND;PFV;PST;SG;V CONJ 1;ACT;FIN;IND;PFV;PST;SG;V ACC;FEM;N;SG ADJ;FEM;GEN;SG FEM;GEN;N;SG FEM;GEN;PASS;PFV;PST;SG;V;V.PTCP ADP ACC;ADJ;NEUT;SG ACC;N;NEUT;SG ACT;FEM;GEN;PRS;SG;V;V.PTCP AT+ABL;FEM;N;SG ADJ;AT+ABL;FEM;SG _
ea familia ortum , ita se ab adulescentia vitam instituisse , ut omnia bona in spe haberet ;	is familia orior , ita sui ab adulescentia vita instituo , ut omnis bonum in spes habeo ;	AT+ABL;FEM;PRO;SG AT+ABL;FEM;N;SG ACC;MASC;PASS;PFV;PST;SG;V;V.PTCP _ ADV ACC;MASC;PRO;SG ADP AT+ABL;FEM;N;SG ACC;FEM;N;SG ACT;NFIN;PFV;PST;V _ CONJ ACC;ADJ;NEUT;PL ACC;N;NEUT;PL ADP AT+ABL;FEM;N;SG 3;ACT;FIN;IPFV;PST;SBJV;SG;V _
illi mihi disseruisse videntur de poena eorum , qui patriae , parentibus , aris atque focis suis bellum paravere ;	ille ego disservio video de poena is , qui patria , parens , ara atque focus suus bellum paro ;	MASC;NOM;PL;PRO DAT;MASC;PRO;SG ACT;NFIN;PFV;PST;V 3;FIN;IND;PASS;PL;PRS;V ADP AT+ABL;FEM;N;SG GEN;MASC;PL;PRO _ MASC;NOM;PL;PRO DAT;FEM;N;SG _ DAT;MASC;N;PL _ DAT;FEM;N;PL CONJ DAT;MASC;N;PL ADJ;DAT;MASC;PL ACC;N;NEUT;SG 3;ACT;FIN;IND;PFV;PL;PST;V _
et dicunt mihi :	et dico ego :	CONJ 3;ACT;FIN;IND;PL;PRS;V DAT;MASC;PRO;SG _
naves cepi sescentas praeter eas , si quae minores quam triremes fuerunt .	navis capio sescenti praeter is , si qui parvus quam triremis sum .	ACC;FEM;N;PL 1;ACT;FIN;IND;PFV;PST;SG;V ACC;ADJ;FEM;PL ADP ACC;FEM;PL;PRO _ CONJ FEM;N;NOM;PL ADJ;CMPR;FEM;NOM;PL ADV FEM;N;NOM;PL 3;ACT;FIN;IND;PFV;PL;PST;V _
ii primo coepere pessumum quemque et omnibus invisum indemnatum necare :	is primo coepio malus quisque et omnis invideo indemnatus neco :	MASC;NOM;PL;PRO ADV 3;ACT;FIN;IND;PFV;PL;PST;V ACC;ADJ;MASC;SG ACC;MASC;PRO;SG CONJ ADJ;DAT;MASC;PL ACC;MASC;PASS;PFV;PST;SG;V;V.PTCP ACC;ADJ;MASC;SG ACT;NFIN;PRS;V _
inquit ille .	inquam ille .	3;ACT;FIN;IND;PFV;PST;SG;V MASC;NOM;PRO;SG _
nec mihi consuetos amplexu nutrit amores cynthia , nec nostra dulcis in aure sonat .	neque ego consuesco amplexus nutrio amor cynthia , neque noster dulcis in auris sono .	CONJ DAT;MASC;PRO;SG ACC;MASC;PASS;PFV;PL;PST;V;V.PTCP AT+ABL;MASC;N;SG 3;ACT;FIN;IND;PRS;SG;V ACC;MASC;N;PL FEM;N;NOM;SG _ CONJ AT+ABL;FEM;PRO;SG ADJ;FEM;NOM;SG ADP AT+ABL;FEM;N;SG 3;ACT;FIN;IND;PRS;SG;V _
computa , et tibi plus do quam accepi .	computo , et tu multus do quam accipio .	2;ACT;FIN;IMP;PRS;SG;V _ CONJ DAT;MASC;PRO;SG ACC;ADJ;SG 1;ACT;FIN;IND;PRS;SG;V ADV 1;ACT;FIN;IND;PFV;PST;SG;V _
non mehercules patria melior dici potest , si homines haberet .	non hercules patria bonus dico possum , si homo habeo .	ADV INTJ FEM;N;NOM;SG ADJ;CMPR;FEM;NOM;SG NFIN;PASS;PRS;V 3;ACT;FIN;IND;PRS;SG;V _ CONJ ACC;MASC;N;PL 3;ACT;FIN;IPFV;PST;SBJV;SG;V _
stultum consilium non modo effectu caret , sed ad perniciem quoque mortalis devocat .	stultus consilium non modo effectus careo , sed ad pernicies quoque mortalis devoco .	ADJ;NEUT;NOM;SG N;NEUT;NOM;SG ADV ADV AT+ABL;MASC;N;SG 3;ACT;FIN;IND;PRS;SG;V _ CONJ ADP ACC;FEM;N;SG ADV ACC;ADJ;MASC;PL 3;ACT;FIN;IND;PRS;SG;V _
non ego nunc vereor ne sim tibi vilior istis :	non ego nunc vereor ne sum tu vilis iste :	ADV MASC;NOM;PRO;SG ADV 1;ACT;FIN;IND;PRS;SG;V CONJ 1;ACT;FIN;PRS;SBJV;SG;V DAT;FEM;PRO;SG ADJ;CMPR;MASC;NOM;SG AT+ABL;MASC;PL;PRO _
et quodcumque meae possunt narrare querelae , cogor ad argutas dicere solus avis .	et quicumque meus possum narro querela , cogo ad arguo dico solus avis .	CONJ ACC;NEUT;PRO;SG FEM;NOM;PL;PRO 3;ACT;FIN;IND;PL;PRS;V ACT;NFIN;PRS;V FEM;N;NOM;PL _ 1;FIN;IND;PASS;PRS;SG;V ADP ACC;FEM;PASS;PFV;PL;PST;V;V.PTCP ACT;NFIN;PRS;V ADJ;MASC;NOM;SG ACC;FEM;N;PL _
privatim etiam et municipatim universi cives unanimiter continenter apud omnia pulvinaria pro valetudine mea supplicaverunt .	privatim etiam et municipatim universus civis unanimiter contineo apud omnis pulvinarium pro valetudo meus supplico .	ADV CONJ CONJ ADV ADJ;MASC;NOM;PL MASC;N;NOM;PL ADV ADV ADP ACC;ADJ;NEUT;PL ACC;N;NEUT;PL ADP AT+ABL;FEM;N;SG ADJ;AT+ABL;FEM;SG 3;ACT;FIN;IND;PFV;PL;PST;V _
et dedi illi tempus ut paenitentiam ageret et non vult paeniteri a fornicatione sua .	et do ille tempus ut paenitentia ago et non volo paeniteo ab fornicatio suus .	CONJ 1;ACT;FIN;IND;PFV;PST;SG;V DAT;FEM;PRO;SG ACC;N;NEUT;SG CONJ ACC;FEM;N;SG 3;ACT;FIN;IPFV;PST;SBJV;SG;V CONJ ADV 3;ACT;FIN;IND;PRS;SG;V NFIN;PASS;PRS;V ADP AT+ABL;FEM;N;SG ADJ;AT+ABL;FEM;SG _
proauus augusti secundo punico bello stipendia in sicilia tribunus militum fecit aemilio papo imperatore .	proavus augustus secundus punicus bellum stipendium in sicilia tribunus miles facio aemilius papus imperator .	MASC;N;NOM;SG GEN;MASC;N;SG AT+ABL;NEUT;NUM;SG ADJ;AT+ABL;NEUT;SG AT+ABL;N;NEUT;SG ACC;N;NEUT;PL ADP AT+ABL;FEM;N;SG MASC;N;NOM;SG GEN;MASC;N;PL 3;ACT;FIN;IND;PFV;PST;SG;V AT+ABL;MASC;N;SG AT+ABL;MASC;N;SG AT+ABL;MASC;N;SG _
haec illi placet experientia veri .	hic ille placeo experientia verum .	FEM;NOM;PRO;SG DAT;MASC;PRO;SG 3;ACT;FIN;IND;PRS;SG;V FEM;N;NOM;SG GEN;N;NEUT;SG _
