við tíðini settust nógvir norðbúgvar í grønlandi .	við tíð seta nógvur norðbúgvi í grønland .	ADP DAT;DEF;FEM;N;SG IND;PASS;PL;PST;V ADJ;INDF;MASC;NOM;PL INDF;MASC;N;NOM;PL ADP DAT;INDF;NEUT;PROPN;SG _
um 3000 oljuboripallar eru nú í flógvanum .	um 3000 oljaboripallur vera nú í flógvi .	ADP NOM;NUM INDF;MASC;N;NOM;PL IND;PL;PRS;V ADV ADP DAT;DEF;MASC;N;SG _
stórt vatntrot er í miðeystri .	stórur vatntrot vera í miðeystur .	ADJ;INDF;NEUT;NOM;SG INDF;N;NEUT;NOM;SG 3;IND;PRS;SG;V ADP DAT;INDF;NEUT;PROPN;SG _
innsett !	innseta !	V;V.CVB _
lívsneyðugur heilivágur verður ókeypis .	lívsneyðugur heilivágur verða ókeypis .	ADJ;INDF;MASC;NOM;SG INDF;MASC;N;NOM;SG 3;IND;PRS;SG;V ADV _
í 2007 varð eitt álit skrivað og handað landsstýrismanninum í mentamálum .	í 2007 verða ein álit skriva og handa landsstýrismaður í mentamál .	ADP DAT;NUM 3;IND;PST;SG;V DET;NEUT;NOM;SG INDF;N;NEUT;NOM;SG V;V.CVB CONJ V;V.CVB DAT;DEF;MASC;N;SG ADP DAT;INDF;N;NEUT;PL _
barbara byggir á skaldsøgu eftir jørgen - frantz jacobsen .	barbara byggja á skaldsøga eftir jørgen - frantz jacobsen .	FEM;NOM;PROPN;SG 3;IND;PRS;SG;V ADP DAT;FEM;INDF;N;SG ADP ACC;MASC;PROPN;SG _ ACC;MASC;PROPN;SG ACC;PROPN;SG _
valparaíso er stór skipahavn .	valparaíso vera stórur skipahavn .	NOM;PROPN;SG 3;IND;PRS;SG;V ADJ;FEM;INDF;NOM;SG FEM;INDF;N;NOM;SG _
oyggin hevur við uml. 400 íbúgvar .	oyggj hava við uml 400 íbúgvi .	DEF;FEM;N;NOM;SG 3;IND;PRS;SG;V ADP N DAT;NUM ACC;INDF;MASC;N;PL _
harufrensarnir boksast um løgurnar .	harafrensur boksa um løga .	DEF;MASC;N;NOM;PL IND;PASS;PL;PRS;V ADP ACC;DEF;FEM;N;PL _
til hetta var tónleikurin ov sýrutur .	til hesin vera tónleikur ov sýratúrur .	ADP ACC;NEUT;PRO;SG 3;IND;PST;SG;V DEF;MASC;N;NOM;SG ADV ACC;INDF;MASC;N;SG _
27 prosent eru protestantar .	27 prosent vera protestantur .	NOM;NUM INDF;N;NEUT;NOM;PL IND;PL;PRS;V INDF;MASC;N;NOM;PL _
fólk býr á umleið 20 oyggjum .	fólk búgva á umleið 20 oyggj .	ACC;INDF;N;NEUT;PL 3;IND;PRS;SG;V ADP ADV DAT;NUM DAT;FEM;INDF;N;PL _
í arizona vóru fleiri ættarbólkar , sum dyrkaðu jørðina .	í arizona vera mangur ættarbólkur , sum dyrka jørð .	ADP NOM;PROPN;SG IND;PL;PST;V ADJ;INDF;MASC;NOM;PL INDF;MASC;N;NOM;PL _ PRO IND;PL;PST;V ACC;DEF;FEM;N;SG _
paulus var ein rætttrúgvandi fariseari .	paulus vera ein rætttrúgvandi fariseari .	MASC;NOM;PROPN;SG 3;IND;PST;SG;V DET;MASC;NOM;SG ADJ;INDF;MASC;NOM;SG INDF;MASC;N;NOM;SG _
lagos : lagos er størsti býur í nigeria , og fyrisitingarligur høvuðsstaður fyri lutstatin við sama navni .	lagos : lagos vera stórur býur í nigeria , og fyrisitingarligur høvuðsstaður fyri luturstatur við samur navn .	NOM;PROPN;SG _ NOM;PROPN;SG 3;IND;PRS;SG;V ADJ;DEF;MASC;NOM;RL;SG INDF;MASC;N;NOM;SG ADP NOM;PROPN;SG _ CONJ ADJ;INDF;MASC;NOM;SG INDF;MASC;N;NOM;SG ADP ACC;DEF;MASC;N;SG ADP ADJ;DAT;DEF;NEUT;SG DAT;INDF;N;NEUT;SG _
ístaðin skutu hermenninir yvirmenninar og fóru uppí uppreisturin .	ístaðin skjóta hermaður yvirmaður og fara uppí uppreistur .	ADV IND;PL;PST;V DEF;MASC;N;NOM;PL ACC;DEF;MASC;N;PL CONJ IND;PL;PST;V ADP ACC;DEF;MASC;N;SG _
hann var eisini verjumálaráðharri í bush - stjórnini .	hann vera eisini verjumálaráðharri í bush - stjórn .	3;MASC;NOM;PRO;SG 3;IND;PST;SG;V ADV INDF;MASC;N;NOM;SG ADP ACC;PROPN;SG _ DAT;DEF;FEM;N;SG _
paulus var eisini fariseari .	paulus vera eisini fariseari .	MASC;NOM;PROPN;SG 3;IND;PST;SG;V ADV INDF;MASC;N;NOM;SG _
eitt vanligt fiskavirki er í kommununi og somuleiðis er eitt kryvjingarvirki .	ein vanligur fiskavirki vera í kommuna og somuleiðis vera ein kryvjingvirki .	DET;NEUT;NOM;SG ADJ;INDF;NEUT;NOM;SG INDF;N;NEUT;NOM;SG 3;IND;PRS;SG;V ADP DAT;DEF;FEM;N;SG CONJ ADV 3;IND;PRS;SG;V DET;NEUT;NOM;SG INDF;N;NEUT;NOM;SG _
meginparturin av fólkinum í butan býr á bygd og livir av landbúnaði .	meginpartur av fólk í butan búgva á bygd og liva av landbúnaður .	DEF;MASC;N;NOM;SG ADP DAT;DEF;N;NEUT;SG ADP ACC;PROPN;SG 3;IND;PRS;SG;V ADP DAT;FEM;INDF;N;SG CONJ 3;IND;PRS;SG;V ADP DAT;INDF;MASC;N;SG _
stórur partur av ólógliga handlinum hjá ruf gongur ígjøgnum grannalandið liberia .	stórur partur av ólógligur handil hjá ruf ganga ígjøgnum grannaland liberia .	ADJ;INDF;MASC;NOM;SG INDF;MASC;N;NOM;SG ADP ADJ;DAT;DEF;MASC;SG DAT;DEF;MASC;N;SG ADP DAT;N 3;IND;PRS;SG;V ADP ACC;DEF;N;NEUT;SG NOM;PROPN;SG _
blóðið er mannablóð .	blóð vera mannablóð .	DEF;N;NEUT;NOM;SG 3;IND;PRS;SG;V INDF;N;NEUT;NOM;SG _
tað er aling .	tað vera aling .	3;NOM;PRO;SG 3;IND;PRS;SG;V FEM;INDF;N;NOM;SG _
keypstaður : keypstaður er eitt annað orð fyri bygd ella bý .	keypstaður : keypstaður vera ein annar orð fyri bygd ella býur .	INDF;MASC;N;NOM;SG _ INDF;MASC;N;NOM;SG 3;IND;PRS;SG;V DET;NEUT;NOM;SG ADJ;NEUT;NOM INDF;N;NEUT;NOM;SG ADP DAT;FEM;INDF;N;SG CONJ ACC;INDF;MASC;N;SG _
høvuðsstaður er luxembourg .	høvuðsstaður vera luxembourg .	INDF;MASC;N;NOM;SG 3;IND;PRS;SG;V NOM;PROPN;SG _
tróndur lovar at royna .	tróndur lova at royna .	MASC;NOM;PROPN;SG 3;IND;PRS;SG;V PART NFIN;V _
stjórnin stendur sostatt til svars fyri tinginum .	stjórn standa sostatt til svar fyri ting .	DEF;FEM;N;NOM;SG 3;IND;PRS;SG;V ADV ADP GEN;INDF;N;NEUT;SG ADP DAT;DEF;N;NEUT;SG _
høgar brekkur eru fram við strondini , og í dølunum eru umstøðurnar góðar til landbúnað .	høgur brekka vera fram við strond , og í dalur vera umstøður góður til landbúnaður .	ADJ;FEM;INDF;NOM;PL FEM;INDF;N;NOM;PL IND;PL;PRS;V _ ADP DAT;DEF;FEM;N;SG _ CONJ ADP DAT;DEF;MASC;N;PL IND;PL;PRS;V DEF;FEM;N;NOM;PL ADJ;INDF;MASC;NOM;PL ADP ACC;INDF;MASC;N;SG _
býurin er mitt í stórum ídnaðarøki .	býur vera mitt í stórur ídnaðurøki .	DEF;MASC;N;NOM;SG 3;IND;PRS;SG;V ADV ADP ADJ;DAT;INDF;NEUT;SG DAT;INDF;N;NEUT;SG _
nógvur fiskur er í vøtnunum í minnesota .	nógvur fiskur vera í vatn í minnesota .	ADJ;INDF;MASC;NOM;SG INDF;MASC;N;NOM;SG 3;IND;PRS;SG;V ADP DAT;DEF;N;NEUT;PL ADP NOM;PROPN;SG _
á fólkaatkvøðuni í 1946 talaði hon fyri loysing frá danmark .	á fólkaatkvøða í 1946 tala hon fyri loysing frá danmark .	ADP DAT;DEF;FEM;N;SG ADP DAT;NUM IND;PST;SG;V 3;FEM;NOM;PRO;SG ADP DAT;FEM;INDF;N;SG ADP DAT;FEM;INDF;PROPN;SG _
nato-ráðið í brússel er hægsta ráð í nato .	natoráð í brússel vera høgur ráð í nato .	DEF;N;NEUT;NOM;SG ADP ACC;PROPN;SG 3;IND;PRS;SG;V ADJ;DEF;NEUT;NOM;RL;SG INDF;N;NEUT;NOM;SG ADP DAT;N _
fyritøkan fæst við tónleikaframleiðslu .	fyritøka fáa við tónleikurframleiðsla .	DEF;FEM;N;NOM;SG 3;IND;PASS;PRS;SG;V ADP DAT;FEM;INDF;N;SG _
asker og tórshavn eru vinarbýir .	asker og tórshavn vera vinurbýur .	NOM;PROPN;SG CONJ FEM;INDF;NOM;PROPN;SG IND;PL;PRS;V INDF;MASC;N;NOM;PL _
meginparturin av landinum er turr oyðimørk .	meginpartur av land vera turrur oyðimørk .	DEF;MASC;N;NOM;SG ADP DAT;DEF;N;NEUT;SG 3;IND;PRS;SG;V ADJ;FEM;INDF;NOM;SG FEM;INDF;N;NOM;SG _
myndugleikarnir eggjaðu fólki at flyta .	myndugleiki eggja fólk at flyta .	DEF;MASC;N;NOM;PL IND;PL;PST;V DAT;INDF;N;NEUT;SG PART NFIN;V _
høvuðsstaður er vientiane .	høvuðsstaður vera vientiane .	INDF;MASC;N;NOM;SG 3;IND;PRS;SG;V FEM;NOM;PROPN;SG _
enn hevur hon tó ikki vunnið .	enn hava hon tó ikki vinna .	ADV 3;IND;PRS;SG;V 3;FEM;NOM;PRO;SG ADV ADV V;V.CVB _
í kalifornia er landbúnaður stór vinnugrein .	í kalifornia vera landbúnaður stórur vinnugrein .	ADP DAT;MASC;PROPN;SG 3;IND;PRS;SG;V INDF;MASC;N;NOM;SG ADJ;FEM;INDF;NOM;SG FEM;INDF;N;NOM;SG _
móðir teresa var indiskur statsborgari .	móðir teresa vera indiskur staturborgari .	FEM;INDF;N;NOM;SG FEM;NOM;PROPN;SG 3;IND;PST;SG;V ADJ;INDF;MASC;NOM;SG INDF;MASC;N;NOM;SG _
á høvdinum eru 4 liðilig horn .	á høvd vera 4 liðiligur horn .	ADP DAT;DEF;N;NEUT;SG IND;PL;PRS;V NOM;NUM ADJ;INDF;NEUT;NOM;PL INDF;N;NEUT;NOM;PL _
í 1957 verður útvarp føroya stovnað .	í 1957 verða útvarp føroyar stovna .	ADP DAT;NUM 3;IND;PRS;SG;V INDF;N;NEUT;NOM;SG FEM;GEN;INDF;PL;PROPN V;V.CVB _
høvuðsstaður er tasjkent .	høvuðsstaður vera tasjkent .	INDF;MASC;N;NOM;SG 3;IND;PRS;SG;V NOM;PROPN;SG _
í 1492 varð amerika funnið og ein nýggjur heimur letur seg upp .	í 1492 verða amerika finna og ein nýggjur heimur lata seg upp .	ADP DAT;NUM 3;IND;PST;SG;V NOM;PROPN;SG V;V.CVB CONJ DET;MASC;NOM;SG ADJ;INDF;MASC;NOM;SG INDF;MASC;N;NOM;SG 3;IND;PRS;SG;V ACC;PRO;REFL ADV _
tað var heimskreppa í reykjavík frá 1920 til 1930 .	tað vera heimskreppa í reykjavík frá 1920 til 1930 .	3;NOM;PRO;SG 3;IND;PST;SG;V FEM;INDF;N;NOM;SG ADP ACC;PROPN;SG ADP DAT;NUM ADP GEN;NUM _
áland er eisini limur í es sum partur av finska ríkinum .	áland vera eisini limur í es sum partur av finskur ríki .	INDF;N;NEUT;NOM;SG 3;IND;PRS;SG;V ADV INDF;MASC;N;NOM;SG ADP DAT;N ADP INDF;MASC;N;NOM;SG ADP ADJ;DAT;DEF;NEUT;SG DAT;DEF;N;NEUT;SG _
kostnaðurin var 28 281,14 krónur .	kostnaður vera 28 281,14 króna .	DEF;MASC;N;NOM;SG 3;IND;PST;SG;V _ NOM;NUM FEM;INDF;N;NOM;PL _
oljuídnaðurin í landinum er við til at skapa búskaparliga vøksturin .	oljuídnaður í land vera við til at skapa búskaparligur vøkstur .	DEF;MASC;N;NOM;SG ADP DAT;DEF;N;NEUT;SG 3;IND;PRS;SG;V ADP ADP PART NFIN;V ACC;ADJ;DEF;MASC;SG ACC;DEF;MASC;N;SG _
portugisar vóru fyrstir á nýggja trælamarknaðinum , men aðrir evropearar vóru ikki seinir at gera sum teir .	portugisi vera fyrstur á nýggjur trælmarknaður , men annar evropeari vera ikki seinur at gera sum teir .	INDF;MASC;N;NOM;PL IND;PL;PST;V ADJ;INDF;MASC;NOM;PL ADP ADJ;DAT;DEF;MASC;SG DAT;DEF;MASC;N;SG _ CONJ ADJ;MASC;NOM;PL INDF;MASC;N;NOM;PL IND;PL;PST;V ADV ADJ;INDF;MASC;NOM;PL PART NFIN;V CONJ 3;ACC;MASC;PL;PRO _
atlanta er høvuðsstaðurin og størsti býurin .	atlanta vera høvuðsstaður og stórur býur .	NOM;PROPN;SG 3;IND;PRS;SG;V DEF;MASC;N;NOM;SG CONJ ADJ;DEF;MASC;NOM;RL;SG DEF;MASC;N;NOM;SG _
floygdir ungar eru littir sum bøgan .	floygdur ungi vera littur sum bøga .	ADJ;INDF;MASC;NOM;PL INDF;MASC;N;NOM;PL IND;PL;PRS;V ADJ;INDF;MASC;NOM;PL CONJ DEF;FEM;N;NOM;SG _
tá vóru teldurnar ovurstórar .	tá vera telda ovurstórur .	ADV IND;PL;PST;V DEF;FEM;N;NOM;PL ADJ;INDF;MASC;NOM;PL _
18 oyggjar eru í føroyum .	18 oyggj vera í føroyar .	NOM;NUM FEM;INDF;N;NOM;PL IND;PL;PRS;V ADP DAT;FEM;INDF;PL;PROPN _
at koyra rosinur og sukur í blóðpylsu er nýggjari fyribrigdi .	at koyra rosina og sukur í blóðpylsa vera nýggjur fyribrigdi .	PART NFIN;V ACC;FEM;INDF;N;PL CONJ ACC;INDF;N;NEUT;SG ADP DAT;FEM;INDF;N;SG 3;IND;PRS;SG;V ADJ;INDF;NEUT;NOM;SG INDF;N;NEUT;NOM;SG _
tað er ókeypis at brúka fótbóltsvøllirnar hjá tórshavnar kommunu .	tað vera ókeypis at brúka fótbóltsvøllur hjá tórshavn kommuna .	3;NOM;PRO;SG 3;IND;PRS;SG;V ADV PART NFIN;V ACC;DEF;MASC;N;PL ADP FEM;GEN;INDF;PROPN;SG DAT;FEM;INDF;N;SG _
amarillo : amarillo er 14. størsti býur í amerikanska lutstatinum texas .	amarillo : amarillo vera 14 stórur býur í amerikanskur luturstatur texas .	NOM;PROPN;SG _ NOM;PROPN;SG 3;IND;PRS;SG;V ADJ ADJ;DEF;MASC;NOM;RL;SG INDF;MASC;N;NOM;SG ADP ADJ;DAT;DEF;MASC;SG DAT;DEF;MASC;N;SG ACC;PROPN;SG _
á veingjunum er hann meira gráligur .	á vongur vera hann meira gráligur .	ADP DAT;DEF;MASC;N;PL 3;IND;PRS;SG;V 3;MASC;NOM;PRO;SG ADV ADJ;INDF;MASC;NOM;SG _
í 1995 luttók bergtóra á kvinnuráðstevnuni í peking og í 2000 í new york .	í 1995 luttaka bergtóra á kvinnaráðstevna í peking og í 2000 í new york .	ADP DAT;NUM 3;IND;PST;SG;V FEM;NOM;PROPN;SG ADP DAT;DEF;FEM;N;SG ADP ACC;PROPN;SG CONJ ADP DAT;NUM ADP ACC;PROPN;SG ACC;PROPN;SG _
í 2010 var fólkatalið í býnum 9.065 .	í 2010 vera fólkatal í býur 9.065 .	ADP DAT;NUM 3;IND;PST;SG;V DEF;N;NEUT;NOM;SG ADP DAT;DEF;MASC;N;PL NUM _
fleiri løntakarar eru í privata vinnulívinum , og samlaðu lønargjaldingarnar vaksa .	mangur løntakari vera í privatur vinnulív , og samla lønargjalding vaksa .	ADJ;INDF;MASC;NOM;PL INDF;MASC;N;NOM;PL IND;PL;PRS;V ADP ADJ;DAT;DEF;NEUT;SG DAT;DEF;N;NEUT;SG _ CONJ IND;PL;PST;V DEF;FEM;N;NOM;PL NFIN;V _
tað eru 56 kommunur í landslutinum .	tað vera 56 kommuna í landslutur .	3;NOM;PRO;SG IND;PL;PRS;V NOM;NUM FEM;INDF;N;NOM;PL ADP DAT;DEF;MASC;N;SG _
í benin er deyðadómur .	í benin vera deyðadómur .	ADP ACC;PROPN;SG 3;IND;PRS;SG;V INDF;MASC;N;NOM;SG _
haarlem : haarlem er ein býur og ein kommuna í niðurlondum .	haarlem : haarlem vera ein býur og eitt kommuna í niðurlond .	NOM;PROPN;SG _ NOM;PROPN;SG 3;IND;PRS;SG;V DET;MASC;NOM;SG INDF;MASC;N;NOM;SG CONJ FEM;NOM;NUM;SG FEM;INDF;N;NOM;SG ADP DAT;INDF;NEUT;PL;PROPN _
í føroyum eru fleiri trúarsamfeløg og fríkirkjur .	í føroyar vera mangur trúarsamfelag og fríkirkja .	ADP DAT;FEM;INDF;PL;PROPN IND;PL;PRS;V ADJ;INDF;NEUT;NOM;PL INDF;N;NEUT;NOM;PL CONJ FEM;INDF;N;NOM;PL _
høvuðsstaður er ankara við 3,9 mió. íbúgvum .	høvuðsstaður vera ankara við 3,9 mió íbúgvi .	INDF;MASC;N;NOM;SG 3;IND;PRS;SG;V NOM;PROPN;SG ADP DAT;NUM N DAT;INDF;MASC;N;PL _
montpelier er eisini minsti høvuðsstaðurin í usa .	montpelier vera eisini lítil høvuðsstaður í usa .	NOM;PROPN;SG 3;IND;PRS;SG;V ADV ADJ;DEF;MASC;NOM;RL;SG DEF;MASC;N;NOM;SG ADP DAT;N _
bøndurnir fingu fíggjarligan stuðul at minka framleiðsluna .	bóndi fáa fíggjarligur stuðul at minka framleiðsla .	DEF;MASC;N;NOM;PL IND;PL;PST;V ACC;ADJ;INDF;MASC;SG ACC;INDF;MASC;N;SG PART NFIN;V ACC;DEF;FEM;N;SG _
stórir partar av minnesota eru skógvaksnir - uml. 32 % , og har eru mong vøtn .	stórur partur av minnesota vera skógvaksin - uml 32 % , og har vera mangur vatn .	ADJ;INDF;MASC;NOM;PL INDF;MASC;N;NOM;PL ADP NOM;PROPN;SG IND;PL;PRS;V ADJ;INDF;MASC;NOM;PL _ N _ NOM;NUM _ CONJ ADV IND;PL;PRS;V ADJ;INDF;NEUT;NOM;PL INDF;N;NEUT;NOM;PL _
í panama eru nógvar áir .	í panama vera nógvur á .	ADP NOM;PROPN;SG IND;PL;PRS;V ADJ;FEM;INDF;NOM;PL FEM;INDF;N;NOM;PL _
meðan hon gjørdi heilivágin , læt hon duldarfull gandaorð .	meðan hon gera heilivágur , láta hon duldarfullur gandaorð .	CONJ 3;FEM;NOM;PRO;SG IND;PST;SG;V ACC;DEF;MASC;N;SG _ 3;IND;PST;SG;V 3;FEM;NOM;PRO;SG ACC;ADJ;INDF;NEUT;PL ACC;INDF;N;NEUT;PL _
undir abc-samgonguni varð samvit í 2009 lagt undir uttanríkisráðið .	undir abcsamgonga verða samvit í 2009 leggja undir uttanríkisráð .	ADP DAT;DEF;FEM;N;SG 3;IND;PST;SG;V INDF;N;NEUT;NOM;SG ADP DAT;NUM V;V.CVB ADP ACC;DEF;N;NEUT;SG _
hetta er liberalistiskur vinnupolitikkur .	hesin vera liberalistiskur vinnapolitikkur .	NEUT;NOM;PRO;SG 3;IND;PRS;SG;V ADJ;INDF;MASC;NOM;SG INDF;MASC;N;NOM;SG _
á sandi er sandur við einastu mølheyggjum í føroyum .	á sandur vera sandur við einastur mølheyggjur í føroyar .	ADP DAT;INDF;MASC;N;SG 3;IND;PRS;SG;V INDF;MASC;N;NOM;SG ADP ADJ;DAT;DEF;FEM;SG DAT;INDF;MASC;N;PL ADP DAT;FEM;INDF;PL;PROPN _
tíðin gekk so .	tíð ganga so .	DEF;FEM;N;NOM;SG 3;IND;PST;SG;V ADV _
fruktagóða slættlendið í punjab er besta landbúnaðarlendið í pakistan .	fruktagóður slættlendi í punjab vera góður landbúnaðurlendi í pakistan .	ADJ;DEF;NEUT;NOM;SG DEF;N;NEUT;NOM;SG ADP ACC;PROPN;SG 3;IND;PRS;SG;V ADJ;DEF;NEUT;NOM;RL;SG DEF;N;NEUT;NOM;SG ADP ACC;PROPN;SG _
stórur partur av leirvíkingum doyði .	stórur partur av leirvíkingur doyggja .	ADJ;INDF;MASC;NOM;SG INDF;MASC;N;NOM;SG ADP DAT;INDF;MASC;N;PL IND;PST;SG;V _
nú eru tó nógv øki friðað sum dýraverndargarðar at verja dýralívið .	nú vera tó nógvur øki friða sum dýrverndargarður at verja dýrlív .	ADV IND;PL;PRS;V ADV ADJ;INDF;NEUT;NOM;PL INDF;N;NEUT;NOM;PL V;V.CVB ADP ACC;INDF;MASC;N;PL PART NFIN;V ACC;DEF;N;NEUT;SG _
luttók í uefa 2011 undankappingini fyri u17 lið .	luttaka í uefa 2011 undankapping fyri u17 lið .	3;IND;PST;SG;V ADP DAT;N DAT;NUM DAT;DEF;FEM;N;SG ADP DAT;NUM DAT;FEM;INDF;N;SG _
" sendistovan í russlandi verður eitt týdningarmikið amboð hjá føroyum at styrkja handilsviðurskiftini við russland og onnur eystanlond " , segði johannesen .	" sendistova í russland verða ein týdningarmikil amboð hjá føroyar at styrkja handilviðurskifti við russland og annar eystanlond " , siga johannesen .	_ DEF;FEM;N;NOM;SG ADP DAT;INDF;NEUT;PROPN;SG 3;IND;PRS;SG;V DET;NEUT;NOM;SG ADJ;INDF;NEUT;NOM;SG INDF;N;NEUT;NOM;SG ADP DAT;FEM;INDF;PL;PROPN PART NFIN;V ACC;DEF;N;NEUT;PL ADP ACC;INDF;NEUT;PROPN;SG CONJ ACC;ADJ;NEUT;PL ACC;INDF;N;NEUT;PL _ _ 3;IND;PST;SG;V NOM;PROPN;SG _
maðurin leyp síðani niður á leikpallin og hvarv .	maður leypa síðani niður á leikpallur og hvarv .	DEF;MASC;N;NOM;SG 3;IND;PST;SG;V ADV ADV ADP ACC;DEF;MASC;N;SG CONJ ACC;INDF;N;NEUT;SG _
tað var í 1897 .	tað vera í 1897 .	3;NOM;PRO;SG 3;IND;PST;SG;V ADP NUM _
eisini aðrir felagsskapir hjálpa menningarlondunum .	eisini annar felagsskapur hjálpa menningarland .	ADV ADJ;MASC;NOM;PL INDF;MASC;N;NOM;PL IND;PL;PRS;V DAT;DEF;N;NEUT;PL _
onki fólk býr har .	onk fólk búgva har .	DAT;INDF;N;NEUT;SG ACC;INDF;N;NEUT;PL 3;IND;PRS;SG;V ADV _
filmurin er 17 minuttir langur .	filmur vera 17 minuttur langur .	DEF;MASC;N;NOM;SG 3;IND;PRS;SG;V NOM;NUM INDF;MASC;N;NOM;PL ADJ;INDF;MASC;NOM;SG _
í 1812 bleiv louisiana lutstatur í usa .	í 1812 blíva louisiana luturstatur í usa .	ADP DAT;NUM 3;IND;PST;SG;V NOM;PROPN;SG INDF;MASC;N;NOM;SG ADP DAT;N _
„ sátan “ merkir fíggindi ella mótstøðumaður .	„ sátan “ merkja fíggindi ella mótstøðumaður .	_ NOM;PROPN;SG _ 3;IND;PRS;SG;V INDF;MASC;N;NOM;SG CONJ INDF;MASC;N;NOM;SG _
men tað er eisini í einum undirbólki av súgdýrum innan súgdýraflokkin .	men tað vera eisini í ein undirbólkur av súgdýr innan súgdýrflokkur .	CONJ 3;NOM;PRO;SG 3;IND;PRS;SG;V ADV ADP DAT;DET;MASC;SG DAT;INDF;MASC;N;SG ADP DAT;INDF;N;NEUT;PL ADP ACC;DEF;MASC;N;SG _
tá hækkaði vatnflóðin og floymdi inn yvir landið .	tá hækka vatnflóð og floyma inn yvir land .	ADV IND;PST;SG;V DEF;FEM;N;NOM;SG CONJ IND;PST;SG;V ADV ADP ACC;DEF;N;NEUT;SG _
tjóðardagur er 28. juli .	tjóðdagur vera 28 juli .	INDF;MASC;N;NOM;SG 3;IND;PRS;SG;V ADJ INDF;MASC;N;NOM;SG _
tubbak : tubbaksplantan er ársplanta .	tubbak : tubbaksplanta vera ársplanta .	INDF;N;NEUT;NOM;SG _ DEF;FEM;N;NOM;SG 3;IND;PRS;SG;V FEM;INDF;N;NOM;SG _
a vitaminir eru týdningarmiklar fyri sjónina .	a vitamin vera týdningarmikil fyri sjón .	N FEM;INDF;N;NOM;PL IND;PL;PRS;V ADJ;FEM;INDF;NOM;PL ADP ACC;DEF;FEM;N;SG _
høvuðsstaður er kinshasa .	høvuðsstaður vera kinshasa .	INDF;MASC;N;NOM;SG 3;IND;PRS;SG;V NOM;PROPN;SG _
krossmessa : krossmessa er 3. mai .	krossmessa : krossmessa vera 3 mai .	FEM;INDF;N;NOM;SG _ FEM;INDF;N;NOM;SG 3;IND;PRS;SG;V ADJ INDF;MASC;N;NOM;SG _
eyðkendur roykur gongur av henni .	eyðkendur roykur ganga av hon .	ADJ;INDF;MASC;NOM;SG INDF;MASC;N;NOM;SG 3;IND;PRS;SG;V ADP 3;DAT;FEM;PRO;SG _
um orðið .	um orð .	ADP ACC;DEF;N;NEUT;SG _
kular røtur : kular røtur er ein føroyskur tónleikabólkur .	kular røtur : kular røtur vera ein føroyskur tónleikabólkur .	NOM;PROPN;SG NOM;PROPN;SG _ NOM;PROPN;SG NOM;PROPN;SG 3;IND;PRS;SG;V DET;MASC;NOM;SG ADJ;INDF;MASC;NOM;SG INDF;MASC;N;NOM;SG _
her eru høg fjøll og fruktagóðar fløtur .	her vera høgur fjall og fruktagóður fløta .	ADV IND;PL;PRS;V ADJ;INDF;NEUT;NOM;PL INDF;N;NEUT;NOM;PL CONJ ADJ;FEM;INDF;NOM;PL FEM;INDF;N;NOM;PL _
” tá kom ferð á hanus .	” tá koma ferð á hanus .	_ ADV 3;IND;PST;SG;V FEM;INDF;N;NOM;SG ADP ACC;MASC;PROPN;SG _
heine og martin vóru systkinabørn og tiltiknir smiðir .	heine og martin vera systkinabarn og tiltikin smiður .	NOM;PROPN;SG CONJ MASC;NOM;PROPN;SG IND;PL;PST;V INDF;N;NEUT;NOM;PL CONJ ADJ;INDF;MASC;NOM;PL INDF;MASC;N;NOM;PL _
føroyar er limur í nafo .	føroyar vera limur í nafo .	FEM;INDF;NOM;PL;PROPN 3;IND;PRS;SG;V INDF;MASC;N;NOM;SG ADP DAT;N _
flestu fólk eru muslimar .	mangur fólk vera muslimur .	ADJ;DEF;NEUT;NOM;PL;RL INDF;N;NEUT;NOM;PL IND;PL;PRS;V INDF;MASC;N;NOM;PL _
vánaligar venjingarumstøður vóru at byrja við - bert ein trongligur skúlagarður .	vánaligur venjingumstøður vera at byrja við - berur ein trongligur skúlagarður .	ADJ;FEM;INDF;NOM;PL FEM;INDF;N;NOM;PL IND;PL;PST;V PART NFIN;V ADP _ ADV DET;MASC;NOM;SG ADJ;INDF;MASC;NOM;SG INDF;MASC;N;NOM;SG _
stakkurin hevur verið veitslubúni , serstakliga brúðarkjóli , í øldir .	stakkur hava vera veitslabúni , serstakligur brúðarkjóli , í øld .	DEF;MASC;N;NOM;SG 3;IND;PRS;SG;V V;V.CVB INDF;MASC;N;NOM;SG _ ADJ;DEF;FEM;NOM;SG INDF;MASC;N;NOM;SG _ ADP ACC;FEM;INDF;N;PL _
amsterdam : amsterdam er ein kommuna og høvuðsstaður í niðurlondum .	amsterdam : amsterdam vera eitt kommuna og høvuðsstaður í niðurlond .	NOM;PROPN;SG _ NOM;PROPN;SG 3;IND;PRS;SG;V FEM;NOM;NUM;SG FEM;INDF;N;NOM;SG CONJ INDF;MASC;N;NOM;SG ADP DAT;INDF;NEUT;PL;PROPN _
leopardurin klívur ofta í trøum .	leopardur klíva ofta í trø .	DEF;MASC;N;NOM;SG 3;IND;PRS;SG;V ADV ADP DAT;INDF;N;NEUT;PL _
